HHI,alpha,diversity_factor,gini,n_genes_final,n_seasons_completed,run_idx,seed,shannon_diversity,top10_newcomer_rate,top10_share,total_battles
2.137403831921818,0.3,0.9999934692096846,0.13519883081098502,5209.0,100.0,37,1237,8.467823687937962,0.0,0.002232526852285252,4066775.0
2.1641556495857017,0.3,0.999993405710611,0.1360872500565024,5143.0,100.0,38,1238,8.455665463818862,0.0,0.0022645634903989686,3962568.0
2.1438268951827837,0.3,0.9999934205969615,0.1367511491597555,5196.0,100.0,39,1239,8.465182093660935,0.0,0.00224315052285841,4044726.0
2.128589376944966,0.3,0.9999934695132636,0.13576370934701426,5233.0,100.0,40,1240,8.471812045277034,0.0,0.002223905022568873,4048747.0
2.1129232173841004,0.3,0.9999935154250341,0.13656167531851873,5272.0,100.0,41,1241,8.479798637085905,0.0,0.002210125347938466,4130884.0
2.158983326626706,0.3,0.9999934138114756,0.1347531011422967,5156.0,100.0,42,1242,8.457732130982704,0.0,0.0022540722862127525,3967940.0
2.1456470263351832,0.3,0.9999934216043463,0.1364012038462203,5191.0,100.0,43,1243,8.464305492659769,0.0,0.002244142458193301,4022525.0
2.153728721780142,0.3,0.9999933914500209,0.13634759867790158,5172.0,100.0,44,1244,8.460611236876275,0.0,0.0022521053140423506,4032364.0
2.149351380029373,0.3,0.9999934779634576,0.1349935009771967,5176.0,100.0,45,1245,8.462128754958346,0.0,0.0022466544767471516,4007894.0
2.1843018196025725,0.3,0.9999933624060762,0.1351971422184269,5094.0,100.0,46,1246,8.44587758599859,0.0,0.0022834778237047918,3956767.0
2.103766633566978,0.3,0.9999935001806587,0.13717287132369693,5299.0,100.0,47,1247,8.4842072179373,0.0,0.002200369843044878,4082594.0
2.1360304755673263,0.3,0.9999934331138659,0.136546542571031,5216.0,100.0,48,1248,8.468573786601151,0.0,0.0022336868851771754,4100694.0
2.143698929330328,0.3,0.9999935357893549,0.13380415580499902,5186.0,100.0,49,1249,8.464625235047682,0.0,0.0022387465696775454,4067936.0
2.067591940732221,0.5,0.9999895034062917,0.13522871305150735,5383.0,100.0,0,2200,8.501216218813402,0.0,0.0021607247705603067,4254538.0
2.1613811305156814,0.5,0.9999889031284497,0.1355840770602149,5156.0,100.0,1,2201,8.456652583212637,0.0,0.0022561536184922404,4051177.0
2.1836750605845876,0.5,0.9999887571744142,0.1371139946109954,5105.0,100.0,2,2202,8.447097658427069,0.0,0.0022838013462963542,3970999.0
2.121898593485315,0.5,0.9999891773397711,0.13556440058323155,5248.0,100.0,3,2203,8.475111659469356,0.0,0.0022170574049581973,4122662.0
2.1617718446125704,0.5,0.9999889588931973,0.13617394577420874,5152.0,100.0,4,2204,8.45660665839941,0.0,0.0022604007509776846,4015398.0
2.1535026916642113,0.5,0.9999889036919644,0.13700101899573675,5177.0,100.0,5,2205,8.46063327803498,0.0,0.0022516135541104923,4003167.0
2.1100428979937154,0.5,0.9999893184539431,0.13563283365541137,5273.0,100.0,6,2206,8.481004180961358,0.0,0.0022074339853472786,4106070.0
2.0954793344429135,0.5,0.9999892619474146,0.13565341878516016,5317.0,100.0,7,2207,8.487538035141164,0.0,0.002188187836710012,4179560.0
2.1166713011340863,0.5,0.999989257525509,0.13494542738510626,5258.0,100.0,8,2208,8.47762635950582,0.0,0.0022111579596657133,4097415.0
2.08502354672406,0.5,0.9999893797362674,0.13606681883322727,5340.0,100.0,9,2209,8.492955977344312,0.0,0.0021806694390433244,4152098.0
2.129711486124684,0.5,0.9999892244029474,0.13448689468602132,5224.0,100.0,10,2210,8.471360520655583,0.0,0.002224220486843349,4047809.0
2.1635200672085806,0.5,0.9999890413274911,0.1356015283997807,5143.0,100.0,11,2211,8.456103687282281,0.0,0.002263034309510132,3990674.0
2.1649248441813347,0.5,0.999989065699911,0.1346841653510848,5138.0,100.0,12,2212,8.45473394622149,0.0,0.0022623383308215503,4002472.0
2.1535388739757617,0.5,0.9999890513870494,0.13438897975592648,5169.0,100.0,13,2213,8.460036115159548,0.0,0.002247153260712543,4055258.0
2.0963469171897806,0.5,0.9999894135467664,0.13465707746681818,5306.0,100.0,14,2214,8.487048269494831,0.0,0.0021906234075130477,4158231.0
2.1326741638603353,0.5,0.9999891129029681,0.13530573274698235,5222.0,100.0,15,2215,8.46993402365334,0.0,0.0022271199998160933,4051116.0
2.19418917732329,0.5,0.9999887910281736,0.13532043753271553,5076.0,100.0,16,2216,8.441368976812592,0.0,0.0022911910478802585,3992195.0
2.093887417136886,0.5,0.9999893946573464,0.13438324464234838,5314.0,100.0,17,2217,8.488053627621701,0.0,0.0021861324744094123,4167547.0
2.151178335821248,0.5,0.9999890199334928,0.1360514502596976,5177.0,100.0,18,2218,8.461555201856703,0.0,0.002249101022548641,3995250.0
2.138724124732908,0.5,0.9999892525110319,0.13434613412980576,5198.0,100.0,19,2219,8.467005487042385,0.0,0.0022354719474116432,4053465.0
2.187238442162466,0.5,0.9999889062762499,0.13482473584819815,5088.0,100.0,20,2220,8.444826812210572,0.0,0.002284639719767433,3927511.0
2.0936363105610565,0.5,0.9999894958456154,0.1341902041605986,5309.0,100.0,21,2221,8.48811144726464,0.0,0.0021883629916261012,4086965.0
2.1324102734158212,0.5,0.999989052800473,0.137244889111104,5226.0,100.0,22,2222,8.4708138019426,0.0,0.0022316086476100276,4036085.0
2.0852616948636595,0.5,0.9999894380285355,0.13531443019461986,5336.0,100.0,23,2223,8.49281801979654,0.0,0.0021802406265448264,4147067.0
2.0938413235917546,0.5,0.9999892202010864,0.13706956904181444,5324.0,100.0,24,2224,8.48888739787978,0.0,0.002189681964189618,4132206.0
2.1631255573900154,0.5,0.9999890988852274,0.1337486908192093,5141.0,100.0,25,2225,8.455176934058397,0.0,0.00225795800457425,4072561.0
2.1715614321222105,0.5,0.9999889045934249,0.13609001339910032,5129.0,100.0,26,2226,8.452175984107472,0.0,0.0022701852445075645,3984722.0
2.1489604204296517,0.5,0.999989019026364,0.13567431250848894,5183.0,100.0,27,2227,8.46247038181507,0.0,0.002245101057554491,4036842.0
2.1741180204195105,0.5,0.9999888147726903,0.1370046884758775,5127.0,100.0,28,2228,8.451344751861253,0.0,0.0022736692474681487,3978399.0
2.1088554575531377,0.5,0.9999891983193384,0.13626810159687158,5283.0,100.0,29,2229,8.48140022840843,0.0,0.002204435188240192,4116083.0
2.1188618353914044,0.5,0.9999892747663167,0.13417512213131566,5251.0,100.0,30,2230,8.476407096943,0.0,0.00221169453599165,4088738.0
2.158054345804589,0.5,0.9999890131000744,0.13567195383319708,5159.0,100.0,31,2231,8.458520119997939,0.0,0.002255853473003374,3996623.0
2.13173850709882,0.5,0.9999891780377494,0.13516046362191167,5221.0,100.0,32,2232,8.470356258883264,0.0,0.002227540815131308,4100017.0
2.183679187188655,0.5,0.9999889107232756,0.13509643633215068,5097.0,100.0,33,2233,8.446545744654768,0.0,0.00228143974049767,3979005.0
2.169866834617463,0.5,0.9999890654405357,0.13483524818624795,5125.0,100.0,34,2234,8.45245416728081,0.0,0.0022687989832557835,3950215.0
2.110450909427434,0.5,0.9999893880641523,0.1338124674318708,5268.0,100.0,35,2235,8.480237239471187,0.0,0.0022039078473915503,4096039.0
2.1846512370582256,0.5,0.9999887467490821,0.13749056721509847,5103.0,100.0,36,2236,8.446501231447463,0.0,0.0022859920704584695,3937348.0
